ANO_INGRESSO,ANO_EVASAO,ID_SEXO,ID_ETNIA,INGRESSO,COTA,CHAMADA,SITUACAO,NOME_CURSO_AJUSTADO,TURNO_CURSO,SIGLA_CENTRO,DURACAO,CENSURA,TEMPO
2020,,2,1,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,2,6,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,4,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,4,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,6,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,Seleção,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,2,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,2021.0,1,2,SiSU,Universal,Listão,Desistência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,2,1,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Social,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2021,,2,1,SiSU,Social,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2020,,1,1,Seleção,Social,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2021,,2,4,SiSU,Social,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2020,,2,1,Seleção,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,,1,1,Seleção,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,2.0
2020,2021.0,1,1,Seleção,Racial,Listão,Desistência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,2021.0,1,1,SiSU,Universal,Listão,Desistência,Engenharia Elétrica/CT,D,CT,5.0,0,0.0
2021,,1,6,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Social,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,2,6,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,2021.0,1,1,SiSU,Universal,Listão,Desistência,Engenharia Elétrica/CT,D,CT,5.0,0,0.0
2021,,1,2,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,2,4,SiSU,Racial,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,2021.0,1,1,SiSU,Universal,Chamada,Desistência,Engenharia Elétrica/CT,D,CT,5.0,0,0.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,4,SiSU,Racial,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,4,SiSU,Social,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Elétrica/CT,D,CT,5.0,0,1.0
2021,2021.0,1,1,SiSU,Racial,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,2021.0,1,1,SiSU,Racial,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,2022.0,1,1,SiSU,Racial,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,1,1,SiSU,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,2,1,Seleção,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,1,Seleção,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,6,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,2,6,SiSU,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,4,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,4,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,2,1,Seleção,Racial,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Racial,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,4,Seleção,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2021,,1,1,Seleção,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,6,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Social,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,2,SiSU,Racial,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,2,2,SiSU,Racial,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,6,SiSU,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2022,,1,4,SiSU,Social,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2010,2011.0,1,6,Vestibular,Escola Pública,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2012.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2010,2013.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,3.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2010,2019.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,9.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2010,2013.0,2,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2014.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2010,2014.0,1,1,Vestibular,PCD,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2010,2017.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2010,2012.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,4.0
2010,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,5.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,6.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2010,2016.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,6.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2013.0,2,1,Vestibular,Escola Pública,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2011,2012.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,1.0
2011,2013.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,2.0
2010,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,5.0
2010,2016.0,1,1,Processo Seletivo Seriado,Sem informação,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,6.0
2010,2017.0,1,1,Processo Seletivo Seriado,Sem informação,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2010,2016.0,1,1,Processo Seletivo Seriado,Sem informação,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,6.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2011,2016.0,1,4,Vestibular,Racial,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2011,2017.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2015.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2016.0,2,4,Vestibular,Escola Pública,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2011,2015.0,1,1,Processo Seletivo Seriado,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2014.0,1,2,Vestibular,Racial,Sem informação,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2011,2015.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2014.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,3.0
2011,2018.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2017.0,1,1,Processo Seletivo Seriado,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2013.0,1,1,Vestibular,Universal,Sem informação,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,4.0
2011,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2017.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2015.0,1,1,Vestibular,Escola Pública,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2017.0,2,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2018.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2011,2014.0,1,1,Processo Seletivo Seriado,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2011,,1,2,Vestibular,Racial,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,11.0
2011,2012.0,1,1,Vestibular,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2011,2015.0,1,1,Vestibular,Universal,Sem informação,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,4.0
2011,2013.0,2,1,Vestibular,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2011,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2011.0,2,1,Vestibular,Escola Pública,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2011,2011.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,0.0
2011,2016.0,1,4,Vestibular,Racial,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,5.0
2011,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,,1,1,Processo Seletivo Seriado,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,11.0
2011,2017.0,1,1,Processo Seletivo Seriado,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2015.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,,1,1,Vestibular,Universal,Chamada,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,11.0
2011,2017.0,2,2,Vestibular,Racial,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,6.0
2011,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2018.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2014.0,1,1,Processo Seletivo Seriado,Escola Pública,Sem informação,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2011,2018.0,1,4,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2014.0,1,1,Vestibular,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2011,2015.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2018.0,1,1,Vestibular,Escola Pública,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2013.0,1,1,Vestibular,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2011,2015.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2011,2017.0,1,1,Processo Seletivo Seriado,Escola Pública,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2011,2018.0,1,1,Processo Seletivo Seriado,Escola Pública,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,7.0
2011,2018.0,1,1,Vestibular,Universal,Chamada,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,7.0
2011,2019.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,8.0
2011,2018.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
2011,2016.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2012,2015.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2012,2018.0,1,1,Processo Seletivo Seriado,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2012,2015.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2012,2021.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,9.0
2012,2017.0,1,1,Transferências,Sem informação,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2012,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,4.0
2012,2013.0,1,4,Vestibular,Racial,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2012,2018.0,2,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2012,2018.0,2,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,6.0
2012,2013.0,1,1,Vestibular,Escola Pública,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,1.0
2012,2014.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,2.0
2012,2015.0,1,1,Processo Seletivo Seriado,Universal,Listão,Desistência,Engenharia Mecânica/CT,D,CT,5.0,0,3.0
2012,,1,4,Vestibular,Racial,Listão,Permanência,Engenharia Mecânica/CT,D,CT,5.0,0,10.0
2012,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2012,2017.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,5.0
2012,2019.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Mecânica/CT,D,CT,5.0,1,7.0
